9.12	9.519
9.13	9.509
9.14	9.498
9.15	9.488
9.16	9.478
9.17	9.468
9.18	9.457
9.19	9.447
9.20	9.437
9.21	9.427
9.22	9.417
9.23	9.407
9.24	9.397
9.25	9.387
9.26	9.377
9.27	9.367
9.28	9.357
9.29	9.347
9.30	9.337
9.31	9.327
9.32	9.317
9.33	9.308
9.34	9.298
9.35	9.288
9.36	9.278
9.37	9.268
9.38	9.259
9.39	9.249
9.40	9.239
9.41	9.230
9.42	9.220
9.43	9.211
9.44	9.201
9.45	9.192
9.46	9.182
9.47	9.173
9.48	9.163
9.49	9.154
9.50	9.144
9.51	9.135
9.52	9.126
9.53	9.116
9.54	9.107
9.55	9.098
9.56	9.089
9.57	9.079
9.58	9.070
9.59	9.061
9.60	9.052
9.61	9.043
9.62	9.034
9.63	9.024
9.64	9.015
9.65	9.006
9.66	8.997
9.67	8.988
9.68	8.979
9.69	8.970
9.70	8.962
9.71	8.953
9.72	8.944
9.73	8.935
9.74	8.926
9.75	8.917
9.76	8.909
9.77	8.900
9.78	8.891
9.79	8.882
9.80	8.874
9.81	8.865
9.82	8.856
9.83	8.848
9.84	8.839
9.85	8.830
9.86	8.822
9.87	8.813
9.88	8.805
9.89	8.796
9.90	8.788
9.91	8.779
9.92	8.771
9.93	8.763
9.94	8.754
9.95	8.746
9.96	8.738
9.97	8.729
9.98	8.721
9.99	8.713
10.00	8.704
